meal_type,day_of_week,menu_popularity_score,holiday_flag,exam_period_flag,total_registered_students,current_bookings,last_7_day_avg_attendance,actual_attendance
dinner,4,4.9,0,0,200,178,174.4,181
dinner,2,2.2,0,0,175,138,140.3,152
breakfast,0,4.45,0,0,200,146,162.8,151
dinner,2,9.59,0,0,200,176,186.1,189
breakfast,5,1.65,0,0,175,102,108.3,101
lunch,5,4.68,0,0,225,177,159.8,171
breakfast,2,6.83,0,0,200,156,159.3,159
breakfast,2,1.71,0,0,225,157,173.9,165
dinner,4,4.1,0,0,250,201,201.2,198
lunch,6,9.47,1,0,200,90,95.4,104
breakfast,1,1.28,0,1,225,179,184.4,186
breakfast,0,7.77,0,0,175,133,145.3,143
lunch,6,8.57,0,0,175,156,130.8,151
breakfast,2,3.49,0,1,200,163,146.6,167
dinner,0,2.93,0,0,175,161,140.6,158
breakfast,2,9.23,0,0,200,172,157.1,161
breakfast,1,7.88,0,0,175,149,130.4,147
lunch,0,2.02,0,0,200,191,189.5,182
lunch,6,2.91,0,0,225,172,154.7,164
lunch,3,6.59,0,0,150,150,143.9,150
breakfast,1,4.77,0,0,200,151,155.0,166
dinner,6,5.54,0,0,225,183,166.7,173
lunch,0,9.56,0,1,200,198,187.6,189
breakfast,2,4.78,0,0,150,116,122.1,106
lunch,6,8.94,0,1,200,182,179.5,177
dinner,2,6.95,0,1,175,161,150.8,163
breakfast,1,2.09,0,0,200,165,145.8,151
breakfast,1,7.7,0,1,250,215,221.8,221
dinner,6,5.68,0,1,200,168,152.3,154
lunch,2,3.03,0,0,225,212,184.0,198
lunch,0,3.61,0,1,225,206,204.8,217
breakfast,6,6.02,0,0,175,102,103.5,115
breakfast,3,6.42,0,1,200,181,153.6,170
lunch,4,9.71,0,0,250,221,220.1,226
breakfast,1,8.69,0,0,200,184,159.8,176
lunch,2,2.85,0,0,225,215,182.6,206
lunch,0,7.97,0,0,200,200,189.4,182
breakfast,1,1.07,0,0,225,163,161.2,175
dinner,0,2.17,1,0,150,86,78.7,83
dinner,1,2.8,0,1,225,216,222.3,216
dinner,2,6.37,0,0,200,170,162.9,177
breakfast,0,2.75,0,0,200,149,147.6,149
breakfast,2,4.29,0,0,200,152,150.9,144
lunch,0,3.19,0,0,200,185,183.6,181
breakfast,1,4.04,0,0,200,173,152.3,162
dinner,4,9.48,0,0,175,168,156.2,155
breakfast,4,9.98,0,0,225,192,190.0,180
lunch,6,7.17,1,0,200,91,90.5,93
lunch,3,6.15,0,1,150,150,128.0,142
lunch,3,7.38,0,0,200,187,194.5,196
breakfast,6,7.94,0,0,250,156,170.7,165
lunch,6,7.65,1,0,150,62,79.8,80
breakfast,5,1.74,0,0,175,93,114.1,109
dinner,2,3.79,0,0,200,186,171.3,184
breakfast,0,4.09,0,1,225,184,177.7,178
dinner,3,4.32,0,0,200,183,188.8,182
dinner,1,4.1,0,0,200,170,192.5,190
breakfast,6,8.08,0,0,250,178,158.5,174
dinner,4,7.73,0,0,175,152,139.7,152
breakfast,0,1.04,0,0,225,163,166.4,167
dinner,5,3.67,0,0,175,132,122.3,124
lunch,4,6.61,0,0,175,152,166.7,154
breakfast,6,2.08,0,0,175,97,108.3,98
lunch,0,1.64,0,0,225,211,212.0,205
breakfast,6,8.46,0,1,200,156,129.1,149
dinner,3,5.07,0,1,200,200,200.1,193
breakfast,3,8.7,0,0,200,153,163.8,165
lunch,2,8.41,1,0,200,129,123.7,135
lunch,5,9.04,0,0,200,158,157.0,166
dinner,0,1.43,0,0,250,210,209.8,219
breakfast,5,2.68,0,1,175,110,117.6,123
lunch,1,3.67,0,1,200,194,176.0,194
lunch,5,2.23,0,0,200,164,139.1,157
dinner,6,5.37,0,0,200,149,158.8,163
breakfast,6,8.19,0,0,250,180,175.2,170
breakfast,3,9.56,0,0,175,158,150.9,141
breakfast,2,9.01,0,0,250,204,215.7,204
dinner,6,5.12,0,1,225,185,186.0,174
breakfast,3,6.73,0,0,225,167,191.7,179
lunch,4,3.08,0,0,150,135,134.2,127
breakfast,3,4.63,0,0,250,206,184.8,193
dinner,0,8.84,0,1,225,212,207.5,213
dinner,2,1.26,1,0,200,114,113.1,115
lunch,6,5.79,0,1,175,153,141.4,146
lunch,0,8.86,0,0,200,177,178.5,197
breakfast,1,2.1,0,0,225,187,183.1,181
breakfast,1,9.84,0,0,200,177,180.0,172
breakfast,3,1.11,0,0,200,156,139.9,147
lunch,2,8.98,0,0,175,154,149.9,175
lunch,5,4.18,0,1,150,119,109.2,121
dinner,2,2.19,0,1,200,192,166.2,181
lunch,2,2.42,0,0,225,216,184.0,198
dinner,2,7.31,0,0,175,175,165.9,157
lunch,3,8.84,1,0,225,140,137.7,146
lunch,0,6.77,0,0,200,194,191.3,182
breakfast,3,9.36,1,0,225,125,112.5,115
lunch,5,8.58,0,0,200,174,175.8,173
lunch,0,1.08,0,1,175,173,158.7,155
dinner,5,7.02,0,1,250,209,214.1,211
dinner,4,3.74,0,0,225,178,184.7,186
breakfast,4,5.09,0,1,150,115,125.4,118
breakfast,6,1.85,0,0,200,103,120.1,118
lunch,6,3.54,0,0,200,157,151.3,153
lunch,0,6.69,0,0,225,215,212.7,214
breakfast,3,2.97,0,1,175,151,150.9,133
dinner,5,6.83,0,0,200,155,160.7,158
dinner,5,9.31,0,0,200,151,169.1,154
dinner,6,1.04,0,0,175,114,109.4,112
breakfast,6,8.07,0,0,150,102,104.3,106
dinner,1,6.77,0,0,200,176,189.9,192
dinner,5,1.42,0,0,200,149,137.4,141
lunch,3,8.11,1,0,200,121,130.5,130
lunch,1,3.02,0,0,225,218,209.1,213
dinner,3,3.39,1,0,200,127,108.1,116
lunch,2,1.84,1,0,175,105,99.6,99
lunch,5,5.81,0,0,200,168,162.9,155
lunch,2,5.48,0,1,150,150,131.4,134
lunch,4,4.12,0,0,250,219,227.2,213
breakfast,4,2.52,0,0,150,99,94.9,100
dinner,0,8.54,0,0,175,165,165.4,169
dinner,5,8.89,1,0,200,110,98.5,105
lunch,6,5.87,0,1,250,218,184.4,201
breakfast,1,3.2,0,1,175,133,151.1,141
lunch,2,1.86,0,0,200,187,176.1,176
breakfast,3,8.82,0,0,250,199,210.8,203
breakfast,5,1.86,0,0,200,128,116.6,128
lunch,0,1.12,0,0,200,178,185.1,187
lunch,3,5.22,0,0,250,237,206.3,225
lunch,2,7.58,0,0,200,194,176.1,195
breakfast,5,5.12,0,0,150,101,100.8,96
lunch,6,1.46,1,0,150,55,68.5,64
breakfast,2,7.21,0,0,200,168,171.0,164
dinner,5,6.78,0,1,175,148,136.1,144
lunch,5,7.13,0,1,200,160,164.3,169
dinner,2,2.9,1,0,200,107,119.8,113
breakfast,2,8.16,0,0,200,162,176.4,166
breakfast,3,5.31,0,0,150,110,109.7,119
dinner,0,5.83,0,0,225,199,197.2,216
breakfast,2,5.91,1,0,250,132,110.6,124
lunch,4,3.58,0,0,175,140,148.1,148
lunch,0,3.25,0,1,200,178,170.6,188
breakfast,4,1.04,0,0,225,148,139.1,153
dinner,3,4.57,0,0,175,146,161.0,155
lunch,2,5.37,0,0,200,199,176.5,187
breakfast,0,7.69,0,0,200,158,175.0,176
breakfast,6,1.6,0,0,225,134,135.1,131
breakfast,2,9.32,0,0,200,155,157.7,161
dinner,5,3.38,0,0,200,157,152.5,158
dinner,2,4.3,0,1,175,170,174.8,168
breakfast,6,1.44,0,0,200,108,113.2,109
breakfast,0,6.88,0,0,150,134,120.1,122
dinner,2,7.38,0,0,175,160,151.5,165
lunch,2,9.36,0,0,200,200,182.5,194
lunch,1,4.03,0,0,200,176,186.2,199
lunch,1,3.32,0,0,225,210,209.6,209
breakfast,0,7.53,0,0,200,174,167.9,162
lunch,0,7.36,0,0,150,145,152.1,142
dinner,5,9.43,0,0,225,194,193.8,183
breakfast,5,2.85,0,0,200,112,130.2,117
lunch,2,7.35,0,0,250,233,235.0,241
lunch,4,1.6,0,1,200,182,160.9,166
lunch,0,5.32,0,0,200,185,187.3,179
breakfast,6,2.07,0,0,175,90,100.0,97
dinner,2,6.88,0,0,175,173,144.5,163
lunch,4,6.41,0,0,175,155,143.4,153
lunch,1,1.44,0,0,200,176,186.8,185
breakfast,5,3.88,0,0,175,119,111.7,117
breakfast,6,4.56,0,0,225,125,150.6,133
breakfast,0,3.23,0,0,225,170,183.1,165
dinner,2,1.35,0,1,225,217,205.8,199
breakfast,1,3.87,0,1,150,114,114.8,132
dinner,3,8.13,0,0,150,130,132.6,141
lunch,1,4.24,0,0,200,180,174.2,184
lunch,2,3.91,0,0,225,210,200.7,209
lunch,5,9.48,0,0,150,112,131.1,123
lunch,4,1.37,0,0,175,134,152.5,148
breakfast,6,7.91,0,1,175,126,114.5,123
breakfast,6,5.35,0,0,175,118,108.9,104
lunch,3,9.5,0,1,200,183,192.9,194
lunch,6,4.54,0,0,175,136,127.6,131
breakfast,3,7.37,0,0,175,155,149.6,146
lunch,5,1.63,0,0,200,141,141.8,158
breakfast,3,9.36,0,1,200,169,172.1,180
breakfast,0,4.1,1,0,225,119,106.7,112
breakfast,2,5.72,0,0,175,136,134.2,143
dinner,6,2.25,0,0,200,135,153.4,141
breakfast,3,9.51,0,0,250,206,214.7,212
breakfast,1,7.06,1,0,225,122,125.5,120
breakfast,4,1.49,0,0,200,141,143.2,130
breakfast,2,2.4,0,0,225,164,169.6,173
lunch,5,4.6,0,0,200,170,139.0,161
breakfast,6,2.95,0,0,250,155,156.0,148
breakfast,1,3.74,0,0,200,143,158.4,150
lunch,0,9.98,0,0,200,186,170.3,198
lunch,3,6.93,0,0,200,175,169.9,190
dinner,1,9.3,0,0,200,194,185.5,195
lunch,2,4.92,0,0,200,181,194.4,183
breakfast,6,7.39,0,0,150,100,97.1,97
lunch,1,5.14,0,0,200,186,202.1,185
breakfast,0,3.95,0,0,225,165,181.5,183
lunch,4,5.67,0,1,150,150,140.9,150
lunch,3,4.85,0,0,225,216,194.2,205
breakfast,2,9.82,0,0,250,198,221.7,212
lunch,6,5.47,0,0,175,126,136.6,143
dinner,3,8.3,0,0,200,194,185.2,177
dinner,3,7.0,0,0,175,158,157.8,174
lunch,5,5.32,0,0,175,151,127.3,148
lunch,3,5.27,1,0,200,119,109.5,118
breakfast,1,4.08,1,0,200,108,101.3,94
breakfast,1,1.96,0,0,200,158,163.8,147
lunch,4,7.85,0,0,225,209,187.9,198
lunch,0,9.26,0,0,200,191,202.7,193
dinner,6,2.96,0,0,200,144,129.7,141
lunch,6,9.33,0,0,200,178,162.4,166
lunch,2,3.09,0,0,225,215,184.2,211
lunch,1,5.77,0,0,200,180,201.0,195
dinner,3,4.09,0,0,225,190,180.1,205
lunch,0,2.03,0,0,200,169,165.6,182
lunch,2,1.48,0,0,200,170,184.3,183
lunch,6,4.29,0,1,225,192,185.2,182
dinner,2,1.43,0,0,200,183,165.7,170
breakfast,2,1.94,1,0,175,89,82.7,72
dinner,6,2.28,0,0,175,118,125.9,129
lunch,2,1.02,0,1,200,191,173.3,191
lunch,4,2.38,1,0,200,111,112.1,105
lunch,2,6.2,0,0,200,173,178.0,186
lunch,0,8.38,0,0,200,192,198.2,190
breakfast,1,2.74,0,0,200,158,161.7,155
dinner,0,1.73,0,0,200,170,163.9,169
lunch,3,7.57,0,1,200,175,171.1,198
lunch,5,1.07,0,0,200,160,154.5,146
breakfast,4,7.61,0,0,200,162,146.7,156
lunch,4,2.18,1,0,200,112,103.0,106
lunch,3,3.05,0,0,225,211,177.6,197
lunch,6,2.08,1,0,200,84,88.2,84
dinner,0,3.23,0,0,175,153,144.9,150
lunch,0,8.18,1,0,175,126,112.2,108
dinner,3,2.19,0,0,200,173,183.4,172
lunch,6,9.95,0,1,200,187,158.4,177
dinner,5,3.94,0,0,150,121,100.3,116
breakfast,2,9.3,0,1,250,212,220.2,222
lunch,6,2.71,0,1,200,159,161.2,156
lunch,2,2.69,0,0,225,200,200.1,205
lunch,1,6.09,0,1,200,200,180.1,185
dinner,0,1.46,0,0,225,208,185.7,202
breakfast,0,8.21,0,1,150,138,119.2,131
breakfast,3,4.96,0,0,175,139,128.2,141
dinner,3,7.29,0,0,200,194,190.9,188
breakfast,2,2.57,0,0,200,161,148.9,151
lunch,6,6.78,0,0,225,182,188.4,179
lunch,0,6.35,0,0,200,175,172.7,183
dinner,0,7.8,0,0,150,135,136.6,142
breakfast,4,3.68,0,0,200,137,146.9,140
breakfast,1,9.4,0,1,225,210,191.6,201
lunch,1,9.65,0,0,200,200,177.3,196
dinner,2,8.81,0,0,175,162,149.6,163
lunch,5,6.15,0,1,225,184,203.2,198
breakfast,6,4.78,0,1,250,162,154.6,165
lunch,0,1.52,0,0,200,172,190.1,182
dinner,4,9.53,0,0,225,190,198.8,201
dinner,6,9.57,0,0,250,196,216.3,201
dinner,0,1.17,0,0,200,175,152.7,173
breakfast,3,4.21,0,1,250,212,203.7,207
breakfast,6,8.92,0,0,200,149,137.5,135
lunch,2,1.73,0,0,225,186,196.7,194
dinner,6,2.77,0,0,250,178,178.9,172
breakfast,5,9.81,0,0,200,129,139.3,141
breakfast,6,8.63,0,0,200,138,121.9,144
dinner,6,9.21,0,0,250,207,197.3,198
breakfast,6,2.28,0,0,175,118,102.8,111
lunch,1,2.9,0,0,200,183,175.0,189
lunch,0,6.45,0,0,225,199,213.3,217
lunch,5,5.52,0,0,200,167,153.0,153
dinner,2,3.69,0,1,200,196,193.8,191
lunch,1,8.95,0,0,150,150,126.0,145
lunch,0,9.11,0,0,200,190,167.6,190
lunch,4,3.63,1,0,200,118,110.3,114
lunch,2,2.4,0,0,150,122,144.4,131
lunch,0,2.34,0,0,175,143,152.1,160
breakfast,1,5.36,0,0,200,161,142.9,167
breakfast,1,2.2,0,0,225,177,164.2,164
breakfast,4,5.26,0,0,150,114,108.1,111
breakfast,2,5.16,0,0,200,158,167.5,151
lunch,2,8.96,0,0,150,138,128.4,138
dinner,5,3.67,0,0,200,137,159.7,152
dinner,0,6.05,0,1,200,194,202.9,192
dinner,5,7.69,0,0,225,179,181.5,177
lunch,1,6.36,1,0,150,90,91.6,109
lunch,1,9.59,0,0,225,206,210.3,214
lunch,6,6.42,0,0,225,187,184.7,174
breakfast,4,9.12,0,0,200,170,149.4,159
breakfast,4,3.21,0,0,200,142,151.7,135
lunch,2,6.05,0,0,150,145,126.5,143
dinner,5,5.89,0,0,200,153,146.9,155
breakfast,1,9.91,0,1,200,174,197.4,190
breakfast,6,2.84,0,0,175,115,104.7,100
dinner,0,2.27,0,0,200,181,174.7,179
breakfast,6,6.51,0,1,200,139,129.0,139
dinner,3,3.01,0,0,200,169,184.0,179
dinner,0,6.75,0,0,175,171,156.5,167
dinner,4,9.75,0,1,225,221,221.2,215
lunch,0,9.52,0,1,200,176,198.0,195
lunch,1,3.08,0,0,200,188,169.3,187
lunch,5,2.54,1,0,200,82,90.2,89
lunch,6,6.05,0,0,225,181,168.4,185
lunch,2,6.28,0,0,200,191,172.2,179
breakfast,5,6.96,0,0,175,103,105.8,111
lunch,3,7.67,0,0,200,195,168.9,188
lunch,2,6.41,0,0,200,194,192.9,185
dinner,3,2.01,0,0,150,114,133.7,129
dinner,3,8.11,0,0,200,186,182.2,187
lunch,1,1.72,0,1,150,136,141.0,139
breakfast,1,1.18,0,1,225,194,170.6,185
dinner,4,7.93,0,0,200,166,183.1,173
lunch,4,5.94,0,0,200,187,177.4,181
dinner,3,7.29,0,0,225,202,219.7,205
dinner,5,4.44,0,0,175,146,136.9,132
breakfast,4,1.1,0,0,200,125,122.0,132
dinner,1,3.98,0,0,150,143,142.7,148
breakfast,4,6.47,0,0,250,179,167.3,186
lunch,3,3.03,0,0,150,120,139.7,142
lunch,6,7.19,0,1,175,155,159.5,143
breakfast,2,8.15,0,1,200,184,170.8,173
dinner,5,5.09,0,0,200,147,142.5,156
breakfast,5,8.88,0,0,200,131,122.6,140
breakfast,0,8.69,0,0,225,201,170.2,184
lunch,4,8.9,0,0,175,167,158.9,162
dinner,5,6.95,0,0,200,166,164.5,164
dinner,6,3.74,0,0,150,119,116.0,103
dinner,6,5.33,0,0,225,154,171.8,174
dinner,1,7.39,0,0,225,214,191.1,215
lunch,2,2.9,0,0,200,191,194.1,182
breakfast,1,7.65,0,1,175,153,160.6,148
breakfast,4,5.93,0,1,225,169,173.8,184
lunch,3,1.86,0,0,250,211,229.4,211
dinner,6,6.02,0,0,150,127,113.7,112
lunch,6,1.6,0,0,200,138,145.1,142
dinner,0,1.13,0,1,250,237,244.9,228
lunch,0,9.01,0,0,200,188,197.6,189
breakfast,6,5.41,0,0,225,145,132.4,141
breakfast,2,5.89,0,0,175,125,128.1,140
dinner,5,3.52,0,0,175,118,119.8,136
dinner,5,5.88,0,0,200,156,151.5,170
dinner,6,2.52,0,0,200,136,137.9,135
breakfast,5,7.71,0,0,225,144,148.5,149
dinner,0,8.41,0,0,200,195,169.6,190
breakfast,3,8.7,0,0,175,139,132.5,142
breakfast,5,1.96,0,0,225,148,143.5,137
dinner,1,6.02,0,1,225,225,219.7,212
breakfast,6,8.28,0,0,200,132,127.5,134
lunch,5,2.15,1,0,175,88,75.7,87
breakfast,3,1.9,0,0,175,126,136.3,136
lunch,6,8.35,0,0,200,166,148.5,157
dinner,2,8.17,0,1,200,180,180.8,185
breakfast,2,5.04,0,0,175,150,142.5,132
dinner,0,1.99,0,0,175,141,151.2,145
breakfast,3,5.65,0,0,200,163,140.1,148
lunch,1,4.55,0,0,200,176,165.9,195
lunch,3,5.67,0,0,150,142,122.9,143
breakfast,1,4.96,0,0,200,160,162.8,158
breakfast,1,6.12,0,1,150,136,131.6,130
breakfast,3,7.54,0,1,175,139,133.3,146
dinner,6,7.97,0,0,175,151,124.2,131
lunch,4,6.84,0,0,200,175,184.4,184
breakfast,3,2.79,0,0,200,152,141.3,152
lunch,6,4.57,0,0,225,166,185.5,168
breakfast,1,1.64,0,0,175,134,126.3,142
dinner,6,5.07,0,0,175,119,124.1,138
dinner,6,9.73,1,0,225,127,109.9,108
lunch,5,6.78,0,0,200,165,169.4,155
dinner,2,2.39,0,0,175,167,151.7,155
lunch,2,3.42,0,0,200,189,191.4,193
breakfast,0,1.58,0,0,200,138,143.9,145
dinner,2,2.64,0,0,200,175,176.3,180
lunch,4,5.39,0,0,150,122,116.3,130
lunch,1,4.1,1,0,175,125,110.5,114
dinner,3,2.84,0,0,200,185,155.9,164
lunch,3,2.32,0,0,200,184,162.6,173
dinner,4,6.9,0,0,175,140,166.2,155
dinner,2,6.02,0,0,175,155,162.2,163
lunch,1,8.58,0,0,225,217,224.5,203
lunch,2,2.65,1,0,225,149,120.3,131
breakfast,6,8.63,0,0,150,91,96.6,98
dinner,0,6.2,1,0,250,159,164.2,159
lunch,2,3.4,0,0,200,172,175.1,181
breakfast,0,3.46,0,0,200,164,143.3,156
breakfast,3,4.51,0,0,200,153,150.3,161
lunch,1,5.14,0,0,200,175,185.1,189
breakfast,5,1.74,0,0,200,114,131.5,125
breakfast,6,8.58,0,0,200,144,127.4,139
lunch,0,2.09,0,0,225,206,215.4,199
lunch,2,5.35,1,0,200,140,133.9,124
lunch,6,4.45,0,0,200,166,147.4,156
breakfast,2,5.61,0,0,175,153,148.6,141
breakfast,6,8.99,0,1,150,104,111.8,115
dinner,3,9.9,0,0,200,188,200.8,192
lunch,4,1.18,0,0,200,151,175.7,165
breakfast,6,4.54,0,1,250,166,150.7,169
breakfast,5,8.36,1,0,150,68,61.4,55
lunch,4,3.94,0,0,150,124,127.1,120
breakfast,2,6.84,0,0,175,153,143.1,146
breakfast,4,9.93,0,0,200,160,149.5,153
breakfast,6,6.82,1,0,175,56,61.6,63
dinner,5,2.0,0,0,200,140,129.3,146
dinner,5,8.59,0,0,200,161,154.6,163
dinner,1,9.7,0,0,250,233,238.4,231
dinner,4,7.41,0,1,250,221,215.1,227
lunch,1,4.77,0,1,200,196,192.8,190
lunch,2,9.54,0,0,225,215,222.8,214
lunch,2,9.72,1,0,175,128,106.5,122
breakfast,2,9.42,0,0,150,137,126.1,123
lunch,3,4.71,0,0,150,147,136.5,131
dinner,4,8.11,1,0,150,80,92.2,93
lunch,0,6.89,0,0,225,208,217.2,222
lunch,5,2.62,0,0,200,154,147.6,155
breakfast,0,5.82,0,0,225,180,170.2,184
lunch,2,7.73,0,0,225,220,229.4,204
dinner,6,9.06,0,0,200,159,155.9,163
dinner,6,8.76,0,0,175,152,133.7,136
lunch,4,2.39,0,0,200,182,182.3,168
dinner,6,5.39,1,0,200,97,82.4,97
lunch,1,5.3,0,0,150,129,130.2,140
dinner,0,9.09,0,0,150,150,152.7,145
lunch,6,1.02,0,0,225,172,163.9,160
lunch,2,7.65,0,0,225,210,209.6,205
lunch,0,6.57,0,0,175,158,148.3,170
dinner,0,9.29,0,0,200,198,180.7,190
dinner,5,5.11,0,0,175,123,129.5,135
breakfast,0,6.92,0,0,225,173,178.8,184
breakfast,2,9.75,1,0,200,112,105.4,116
dinner,5,7.7,0,1,225,197,184.8,191
lunch,2,1.61,1,0,250,150,158.6,135
lunch,3,2.51,0,1,200,199,202.1,195
lunch,6,8.39,0,0,250,198,181.2,203
breakfast,3,4.01,0,0,150,108,105.1,110
dinner,6,7.35,0,0,200,162,165.6,159
dinner,3,7.3,0,0,200,186,174.6,178
breakfast,0,9.94,0,0,200,177,169.4,158
breakfast,4,5.23,0,1,200,167,164.3,163
dinner,2,7.64,0,0,225,205,205.6,217
breakfast,3,1.44,0,0,200,149,129.8,153
dinner,4,5.16,0,0,150,114,134.9,127
breakfast,3,2.68,0,0,250,187,193.9,186
lunch,6,8.57,0,0,225,177,161.7,180
dinner,3,8.56,0,0,200,176,199.2,181
dinner,4,3.13,1,0,175,103,98.8,92
lunch,3,3.86,0,0,200,171,169.2,179
dinner,0,7.32,0,0,150,150,125.4,134
lunch,0,7.64,0,0,200,187,182.5,197
breakfast,5,6.92,0,0,200,146,141.4,130
dinner,0,9.97,0,0,200,200,185.5,198
dinner,1,8.82,0,0,250,229,221.9,242
lunch,5,4.75,0,0,225,168,164.0,178
lunch,3,3.94,1,0,250,140,143.6,144
breakfast,1,6.37,0,0,250,195,222.2,210
breakfast,2,8.36,0,0,175,145,153.1,155
lunch,4,5.28,0,0,200,190,174.1,173
dinner,2,7.64,0,0,200,178,195.8,190
lunch,1,1.17,1,0,150,90,84.9,88
dinner,0,9.33,0,0,200,189,190.6,181
breakfast,6,7.96,0,0,200,123,140.3,133
lunch,3,4.55,0,0,200,187,173.5,181
breakfast,5,4.46,0,0,225,136,149.8,138
lunch,6,1.93,0,0,200,133,146.4,151
breakfast,6,8.35,0,0,200,127,134.4,130
dinner,3,7.92,0,0,225,215,186.5,207
breakfast,0,6.67,0,0,200,155,171.7,165
dinner,3,1.91,0,0,225,183,200.8,188
lunch,4,3.36,0,1,250,230,201.4,231
dinner,6,5.13,0,0,200,159,150.3,151
lunch,4,3.39,0,0,200,172,177.0,173
dinner,4,4.91,0,0,225,193,200.5,199
breakfast,2,3.03,0,1,225,185,164.3,181
dinner,0,4.15,0,0,225,198,203.6,197
dinner,4,6.87,0,0,200,176,163.1,163
breakfast,1,9.03,0,0,225,206,187.3,189
breakfast,4,4.47,0,0,175,117,126.1,127
lunch,5,7.23,0,0,225,170,162.0,180
dinner,2,2.21,0,0,200,166,164.5,177
lunch,1,5.87,0,1,225,217,221.4,207
lunch,6,9.3,0,0,175,141,149.9,141
breakfast,0,1.25,0,1,150,127,112.6,122
breakfast,0,3.41,0,0,150,115,111.4,120
dinner,5,2.19,1,0,175,61,79.5,84
breakfast,6,5.8,1,0,175,48,54.3,56
lunch,4,7.12,0,0,200,173,185.7,175
dinner,1,1.52,0,0,200,163,170.2,181
breakfast,5,1.63,0,0,200,127,130.4,121
lunch,1,8.83,0,1,175,157,166.1,163
breakfast,4,5.11,0,0,225,156,151.0,161
lunch,6,5.17,0,0,200,148,140.8,149
breakfast,4,9.5,0,0,175,125,122.2,136
dinner,3,3.88,0,0,200,167,181.1,190
breakfast,3,9.07,0,0,225,193,180.2,186
lunch,4,9.77,0,0,200,200,165.0,191
lunch,2,3.18,0,0,200,184,163.0,176
breakfast,5,5.63,0,0,250,176,153.8,153
dinner,3,5.81,0,0,175,169,153.4,162
breakfast,4,8.8,0,0,200,143,167.6,152
lunch,1,3.74,0,0,200,189,183.8,181
breakfast,5,8.18,0,0,250,184,182.1,172
dinner,6,9.74,0,0,200,175,149.7,168
breakfast,3,8.56,0,0,200,165,155.2,169
lunch,6,9.18,0,0,250,212,216.5,202
breakfast,2,7.38,0,1,200,161,169.2,175
dinner,5,9.14,0,0,250,191,203.6,206
breakfast,5,2.48,1,0,225,69,70.6,74
dinner,0,7.41,0,0,175,170,165.5,162
dinner,1,7.59,0,0,175,175,165.6,169
breakfast,2,4.95,0,0,200,144,160.0,160
lunch,2,1.72,0,0,150,145,121.0,135
breakfast,6,6.6,0,0,200,124,131.9,123
lunch,2,1.47,0,0,225,193,181.1,199
dinner,1,4.44,0,0,200,171,174.4,189
lunch,2,4.54,0,0,200,177,192.5,173
lunch,0,9.99,0,0,250,237,237.4,243
breakfast,3,3.7,0,0,175,135,142.8,137
lunch,1,8.38,0,0,200,179,176.8,192
breakfast,2,1.48,1,0,150,77,71.3,70
dinner,4,5.77,0,0,175,151,153.3,152
lunch,3,5.83,0,0,225,219,199.4,204
dinner,6,6.66,1,0,200,93,96.5,92
breakfast,5,8.29,0,0,225,157,166.0,155
breakfast,1,7.86,0,0,200,158,174.0,167
lunch,4,7.85,0,0,225,193,180.7,207
breakfast,5,4.89,0,0,200,136,113.8,131
lunch,4,7.55,0,0,200,179,164.8,182
dinner,2,5.42,0,0,200,168,192.2,186
dinner,1,1.6,0,0,200,185,182.3,180
lunch,6,9.01,1,0,250,115,130.0,124
lunch,2,9.01,0,0,250,236,241.5,243
breakfast,5,3.91,0,0,250,147,159.6,156
dinner,6,9.23,0,0,150,131,113.9,122
breakfast,0,7.82,0,0,225,182,189.5,184
dinner,4,4.61,0,0,225,199,204.9,192
lunch,0,3.98,1,0,225,136,142.1,144
lunch,5,9.78,0,0,200,168,178.0,168
dinner,2,7.41,0,0,225,203,195.7,213
breakfast,6,4.41,1,0,200,57,60.8,69
lunch,6,6.78,0,0,225,167,174.7,182
lunch,6,6.14,0,0,225,185,171.5,179
breakfast,3,5.72,1,0,225,118,106.1,120
lunch,4,6.8,0,0,225,189,203.6,202
lunch,3,5.84,0,0,175,153,170.3,167
dinner,1,6.89,0,0,250,229,250.6,250
breakfast,4,9.17,0,0,175,138,125.6,135
dinner,0,9.94,0,0,200,191,170.6,198
breakfast,3,7.38,0,1,200,182,161.1,174
breakfast,5,9.35,0,0,225,151,161.3,166
breakfast,1,8.73,0,0,225,197,199.4,193
breakfast,4,3.66,0,0,250,165,172.2,184
breakfast,6,9.4,0,0,175,122,112.1,112
dinner,5,1.64,0,0,200,147,131.4,139
breakfast,1,3.97,0,0,175,152,128.9,142
breakfast,0,6.76,0,1,200,174,154.8,175
breakfast,6,5.74,0,0,175,115,104.4,107
dinner,5,5.88,0,0,225,164,177.7,179
dinner,4,8.15,0,0,250,219,202.9,226
breakfast,1,2.75,0,0,200,141,147.3,159
breakfast,2,9.84,0,0,225,201,187.3,195
breakfast,4,4.94,0,0,200,153,139.0,140
breakfast,4,9.55,0,0,200,153,152.9,162
breakfast,6,4.45,0,0,175,104,106.8,112
lunch,4,6.42,0,1,225,202,220.5,209
breakfast,6,5.05,0,0,175,123,115.3,104
lunch,4,7.08,0,0,175,162,145.1,156
breakfast,2,2.65,0,0,250,196,181.2,188
dinner,5,4.61,0,0,200,155,152.2,151
dinner,5,1.62,0,0,225,156,160.7,165
lunch,5,6.38,0,0,225,187,162.2,187
lunch,0,9.66,0,0,200,189,180.3,192
lunch,2,1.41,0,0,175,142,143.5,150
